motion_id,name,description,type,file
derived_mirror_c9ccf8d5-b96c-11e4-a802-0aaa78deedf9,Derived Mirror Walk Arc Right,Post-retarget sagittal mirror of vetted natural female Walk Arc Left,Motion,download/c9ccf8d5-b96c-11e4-a802-0aaa78deedf9.fbx
c9c72233-b96c-11e4-a802-0aaa78deedf9,Body Block,Blocking Body With Arms,Motion,download/c9c72233-b96c-11e4-a802-0aaa78deedf9.fbx
c9c69305-b96c-11e4-a802-0aaa78deedf9,Double Dagger Stab,Static Double Dagger Stab With Outward Grip,Motion,download/c9c69305-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6b165-b96c-11e4-a802-0aaa78deedf9,Zombie Stand Up,Zombie Laying On Back To Standing Up,Motion,download/c9c6b165-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6fa80-b96c-11e4-a802-0aaa78deedf9,Hip Hop Dancing,Hip Hop Dancing Bboy Variation One,Motion,download/c9c6fa80-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6ba36-b96c-11e4-a802-0aaa78deedf9,Slow Jog Backwards,Jogging Slowly In Reverse Varying Angles Of Twist,Motion,download/c9c6ba36-b96c-11e4-a802-0aaa78deedf9.fbx
c9c646a9-b96c-11e4-a802-0aaa78deedf9,Reloading,Gun Reload While Walking,Motion,download/c9c646a9-b96c-11e4-a802-0aaa78deedf9.fbx
c9c650df-b96c-11e4-a802-0aaa78deedf9,Dancing,"Female ""African Noodle"" Dance",Motion,download/c9c650df-b96c-11e4-a802-0aaa78deedf9.fbx
c9c65d8a-b96c-11e4-a802-0aaa78deedf9,Hip Hop Dancing,Female Hip Hop 'Body Wave' Dancing,Motion,download/c9c65d8a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c671b2-b96c-11e4-a802-0aaa78deedf9,Strut Walking,Male Strut Walk,Motion,download/c9c671b2-b96c-11e4-a802-0aaa78deedf9.fbx
c9c64ab0-b96c-11e4-a802-0aaa78deedf9,Jumping Down,Male Menacing Jump Down,Motion,download/c9c64ab0-b96c-11e4-a802-0aaa78deedf9.fbx
c9c5f9cb-b96c-11e4-a802-0aaa78deedf9,Punching,Hook With The Lead Hand,Motion,download/c9c5f9cb-b96c-11e4-a802-0aaa78deedf9.fbx
d3a09098-c43e-49e7-85f3-fcc86760517a,Standing 2H Magic Attack 01,Two Handed Casting Spell Fowards,Motion,download/d3a09098-c43e-49e7-85f3-fcc86760517a.fbx
14edbafc-0099-4c35-9f66-25e095c7fcd6,Catwalk Idle To Twist R,Female Idle To Twist Right Idle,Motion,download/14edbafc-0099-4c35-9f66-25e095c7fcd6.fbx
51e30f03-9fbf-4d0a-a1b4-489f94e85245,Standing Idle 03,Playing With Magic,Motion,download/51e30f03-9fbf-4d0a-a1b4-489f94e85245.fbx
946fd0d3-815b-4653-8be1-1a2e5b9cc688,Catwalk Walk Forward HighKnees,Female Walk Forward - Knees High,Motion,download/946fd0d3-815b-4653-8be1-1a2e5b9cc688.fbx
c9ceef5f-b96c-11e4-a802-0aaa78deedf9,Unarmed Turn Left 90,Turning 90 Degrees Left,Motion,download/c9ceef5f-b96c-11e4-a802-0aaa78deedf9.fbx
c9cad4c4-b96c-11e4-a802-0aaa78deedf9,Start Plank,Start Plank From Fitness Idle,Motion,download/c9cad4c4-b96c-11e4-a802-0aaa78deedf9.fbx
c9caee1d-b96c-11e4-a802-0aaa78deedf9,Center Block,High Center Block,Motion,download/c9caee1d-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9f63d-b96c-11e4-a802-0aaa78deedf9,Talking On Phone,Female Standing Talking On Phone,Motion,download/c9c9f63d-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca84cb-b96c-11e4-a802-0aaa78deedf9,Drop Kick,Male Kicking With Both Legs,Motion,download/c9ca84cb-b96c-11e4-a802-0aaa78deedf9.fbx
c9cb0ab6-b96c-11e4-a802-0aaa78deedf9,Salute,Formal Military Salute,Motion,download/c9cb0ab6-b96c-11e4-a802-0aaa78deedf9.fbx
c9cb3f36-b96c-11e4-a802-0aaa78deedf9,Goalkeeper Catch,Goalkeeper Catching Ball Medium Height,Motion,download/c9cb3f36-b96c-11e4-a802-0aaa78deedf9.fbx
c9cb2022-b96c-11e4-a802-0aaa78deedf9,Snatch,Ending Snatch Workout To Fitness Idle,Motion,download/c9cb2022-b96c-11e4-a802-0aaa78deedf9.fbx
c9cb49e8-b96c-11e4-a802-0aaa78deedf9,Goalkeeper Catch,Goalkeeper Jump Catching Ball High Height,Motion,download/c9cb49e8-b96c-11e4-a802-0aaa78deedf9.fbx
c9cac4cf-b96c-11e4-a802-0aaa78deedf9,Situp To Idle,Situp Transition To Fitness Idle,Motion,download/c9cac4cf-b96c-11e4-a802-0aaa78deedf9.fbx
c9cadde1-b96c-11e4-a802-0aaa78deedf9,Illegal Elbow Punch,Illegal Elbow To The Head,Motion,download/c9cadde1-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca9cba-b96c-11e4-a802-0aaa78deedf9,Swinging,Male Two Arm Swing Onto Platform,Motion,download/c9ca9cba-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca7c38-b96c-11e4-a802-0aaa78deedf9,Golf Pre-Putt,Putt Pre-Shot Looking Routine,Motion,download/c9ca7c38-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca9a5a-b96c-11e4-a802-0aaa78deedf9,Flying Knee Punch Combo,Jumping Knee Followed By A Punch,Motion,download/c9ca9a5a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9ed52-b96c-11e4-a802-0aaa78deedf9,Right Turn W/ Briefcase,Male Right Turn With Briefcase,Motion,download/c9c9ed52-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca099c-b96c-11e4-a802-0aaa78deedf9,Opening Door Inwards,Male Walking And Opening A Door Inwards,Motion,download/c9ca099c-b96c-11e4-a802-0aaa78deedf9.fbx
c9ca76d1-b96c-11e4-a802-0aaa78deedf9,Golf Bad Shot,Bad Shot Reaction Var 3,Motion,download/c9ca76d1-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9611b-b96c-11e4-a802-0aaa78deedf9,Climbing To Top,Climbing Up A Ladder To Standing,Motion,download/c9c9611b-b96c-11e4-a802-0aaa78deedf9.fbx
c9c99d44-b96c-11e4-a802-0aaa78deedf9,Stand To Cover,Standing Ready To Standing Cover,Motion,download/c9c99d44-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9941c-b96c-11e4-a802-0aaa78deedf9,Excited,Super Excited,Motion,download/c9c9941c-b96c-11e4-a802-0aaa78deedf9.fbx
c9c97399-b96c-11e4-a802-0aaa78deedf9,Jump,Jumping In Place,Motion,download/c9c97399-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9ce91-b96c-11e4-a802-0aaa78deedf9,Freehang Climb,Freehang Climb To Standing,Motion,download/c9c9ce91-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8b661-b96c-11e4-a802-0aaa78deedf9,Start Walking,Walking From Standing,Motion,download/c9c8b661-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8bb8a-b96c-11e4-a802-0aaa78deedf9,Pilot Flips Switches,Pilot Flips High Switches In A Helicopter,Motion,download/c9c8bb8a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c98e99-b96c-11e4-a802-0aaa78deedf9,Idle,Looking Over Both Shoulders,Motion,download/c9c98e99-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8335e-b96c-11e4-a802-0aaa78deedf9,Standing Up,Sitting To Standing,Motion,download/c9c8335e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c84492-b96c-11e4-a802-0aaa78deedf9,Rifle Aiming Idle,Rifle Standing Aiming Idle,Motion,download/c9c84492-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8707d-b96c-11e4-a802-0aaa78deedf9,Jogging,Jogging,Motion,download/c9c8707d-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8bf13-b96c-11e4-a802-0aaa78deedf9,Block With Rifle,Blocking With Rifle,Motion,download/c9c8bf13-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8f19f-b96c-11e4-a802-0aaa78deedf9,Dismissing Gesture,Dismissing With Back Hand,Motion,download/c9c8f19f-b96c-11e4-a802-0aaa78deedf9.fbx
c9c863fe-b96c-11e4-a802-0aaa78deedf9,Firing Rifle,Firing A Rifle While Standing,Motion,download/c9c863fe-b96c-11e4-a802-0aaa78deedf9.fbx
c9c867ac-b96c-11e4-a802-0aaa78deedf9,Jog In Circle,Jog In A Circle,Motion,download/c9c867ac-b96c-11e4-a802-0aaa78deedf9.fbx
c9c90592-b96c-11e4-a802-0aaa78deedf9,Receive Uppercut To The Face,Receive An Uppercut Punch To The Face,Motion,download/c9c90592-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8d7db-b96c-11e4-a802-0aaa78deedf9,Running To Turn,Fast Run To 180 Degree Turn,Motion,download/c9c8d7db-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8d27d-b96c-11e4-a802-0aaa78deedf9,Look Over Shoulder,Quick Nervous Look Over Right Shoulder,Motion,download/c9c8d27d-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8aa0e-b96c-11e4-a802-0aaa78deedf9,Dodging,Dodging While Holding Rifle,Motion,download/c9c8aa0e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c81fce-b96c-11e4-a802-0aaa78deedf9,Running,Action Move Running And Rolling,Motion,download/c9c81fce-b96c-11e4-a802-0aaa78deedf9.fbx
c9c817ba-b96c-11e4-a802-0aaa78deedf9,Change Direction,Change Direction 180 Degrees While Running,Motion,download/c9c817ba-b96c-11e4-a802-0aaa78deedf9.fbx
c9c80a75-b96c-11e4-a802-0aaa78deedf9,Strafe,Left Male Strafe,Motion,download/c9c80a75-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8276d-b96c-11e4-a802-0aaa78deedf9,Run To Stop,Run To Stop Against Object,Motion,download/c9c8276d-b96c-11e4-a802-0aaa78deedf9.fbx
c9c83790-b96c-11e4-a802-0aaa78deedf9,Running,Turn To Silly Run Away,Motion,download/c9c83790-b96c-11e4-a802-0aaa78deedf9.fbx
c9c795b6-b96c-11e4-a802-0aaa78deedf9,Beckoning,Waving Someone Over While Seated,Motion,download/c9c795b6-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6d61e-b96c-11e4-a802-0aaa78deedf9,Opening,Opening And Closing Cabinet Door,Motion,download/c9c6d61e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c71cfd-b96c-11e4-a802-0aaa78deedf9,Hurricane Kick,Flying Hurricane Kick,Motion,download/c9c71cfd-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6e172-b96c-11e4-a802-0aaa78deedf9,Hip Hop Dancing,Hip Hop Dancing Side To Side,Motion,download/c9c6e172-b96c-11e4-a802-0aaa78deedf9.fbx
c9c71941-b96c-11e4-a802-0aaa78deedf9,Entry,Jogging Around Ring Entry Sequence,Motion,download/c9c71941-b96c-11e4-a802-0aaa78deedf9.fbx
c9c779c3-b96c-11e4-a802-0aaa78deedf9,Skateboarding,Skateboard Kick Push,Motion,download/c9c779c3-b96c-11e4-a802-0aaa78deedf9.fbx
c9c7996a-b96c-11e4-a802-0aaa78deedf9,Standing Greeting,Greeting While Standing,Motion,download/c9c7996a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c7438e-b96c-11e4-a802-0aaa78deedf9,Hip Hop Dancing,Hip Hop Dance Moonwalk,Motion,download/c9c7438e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c76e97-b96c-11e4-a802-0aaa78deedf9,Shooting Arrow,Shooting With Bow And Arrow,Motion,download/c9c76e97-b96c-11e4-a802-0aaa78deedf9.fbx
c9c7a268-b96c-11e4-a802-0aaa78deedf9,Punching Bag,Various Punches To A Punching Bag,Motion,download/c9c7a268-b96c-11e4-a802-0aaa78deedf9.fbx
c9c94322-b96c-11e4-a802-0aaa78deedf9,Left Turn 45,45 Degree Left Turn From Idle,Motion,download/c9c94322-b96c-11e4-a802-0aaa78deedf9.fbx
c9c88e27-b96c-11e4-a802-0aaa78deedf9,Run Backwards,Run Backwards To Crouched Stop,Motion,download/c9c88e27-b96c-11e4-a802-0aaa78deedf9.fbx
c9c78b50-b96c-11e4-a802-0aaa78deedf9,Checking Dice,Looking Under A Cup To Peek At Dice,Motion,download/c9c78b50-b96c-11e4-a802-0aaa78deedf9.fbx
c9c88541-b96c-11e4-a802-0aaa78deedf9,Strafing,Rifle Standing To Start Run Strafing Right,Motion,download/c9c88541-b96c-11e4-a802-0aaa78deedf9.fbx
c9c89ca4-b96c-11e4-a802-0aaa78deedf9,Strafing,Left Upright Strafe Walk To Stop,Motion,download/c9c89ca4-b96c-11e4-a802-0aaa78deedf9.fbx
c9c9067d-b96c-11e4-a802-0aaa78deedf9,Walk With Rifle,Quickly Walk Forward With Rifle,Motion,download/c9c9067d-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8d359-b96c-11e4-a802-0aaa78deedf9,Shoved,Reacting To Being Shoved While Piloting,Motion,download/c9c8d359-b96c-11e4-a802-0aaa78deedf9.fbx
c9c94c6f-b96c-11e4-a802-0aaa78deedf9,Mutant Flexing Muscles,Mutant Flexing Muscles From Standing Idle,Motion,download/c9c94c6f-b96c-11e4-a802-0aaa78deedf9.fbx
c9c914f6-b96c-11e4-a802-0aaa78deedf9,Sitting And Pointing,Sitting And Pointing Forward,Motion,download/c9c914f6-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8f267-b96c-11e4-a802-0aaa78deedf9,Button Pushing,Pushing A Button With The Right Hand,Motion,download/c9c8f267-b96c-11e4-a802-0aaa78deedf9.fbx
c9c72c68-b96c-11e4-a802-0aaa78deedf9,Run,Run Forward Facing Sideways,Motion,download/c9c72c68-b96c-11e4-a802-0aaa78deedf9.fbx
c9c71dbc-b96c-11e4-a802-0aaa78deedf9,Entry,Entering Ring,Motion,download/c9c71dbc-b96c-11e4-a802-0aaa78deedf9.fbx
c9c83b2a-b96c-11e4-a802-0aaa78deedf9,Running,Running While Carrying Someone,Motion,download/c9c83b2a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c864bb-b96c-11e4-a802-0aaa78deedf9,Grabbing Ammo,Rummaging For Ammo To Aiming,Motion,download/c9c864bb-b96c-11e4-a802-0aaa78deedf9.fbx
c9c872b9-b96c-11e4-a802-0aaa78deedf9,Throw Grenade,Throw Grenade While In Prone Position,Motion,download/c9c872b9-b96c-11e4-a802-0aaa78deedf9.fbx
c9c84c29-b96c-11e4-a802-0aaa78deedf9,Jumping Down,Squatting Jump Down To Squatting,Motion,download/c9c84c29-b96c-11e4-a802-0aaa78deedf9.fbx
c9c73b62-b96c-11e4-a802-0aaa78deedf9,Wave Hip Hop Dance,Waving The Arms Hip Hop Dance,Motion,download/c9c73b62-b96c-11e4-a802-0aaa78deedf9.fbx
c9c73579-b96c-11e4-a802-0aaa78deedf9,Salsa Dancing,Male Partner Salsa Variation Five,Motion,download/c9c73579-b96c-11e4-a802-0aaa78deedf9.fbx
c9c722ef-b96c-11e4-a802-0aaa78deedf9,Headbutt,Illegal Headbutt With Step,Motion,download/c9c722ef-b96c-11e4-a802-0aaa78deedf9.fbx
c9c82683-b96c-11e4-a802-0aaa78deedf9,Walk To Stop,Walk To Stop While Carrying Someone,Motion,download/c9c82683-b96c-11e4-a802-0aaa78deedf9.fbx
c9c82832-b96c-11e4-a802-0aaa78deedf9,Rummaging,Reaching To Rummage Through Items,Motion,download/c9c82832-b96c-11e4-a802-0aaa78deedf9.fbx
c9c77c34-b96c-11e4-a802-0aaa78deedf9,Crawling,Crawling Forward On Hands And Knees,Motion,download/c9c77c34-b96c-11e4-a802-0aaa78deedf9.fbx
c9ccdbe3-b96c-11e4-a802-0aaa78deedf9,Walk Forward Arc Right,Walking Forward Right Arc In A Sad Disposition,Motion,download/c9ccdbe3-b96c-11e4-a802-0aaa78deedf9.fbx
c9cda6af-b96c-11e4-a802-0aaa78deedf9,Pick Fruit,Picking Fruit At Eye Level,Motion,download/c9cda6af-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd9d13-b96c-11e4-a802-0aaa78deedf9,Dig And Plant Seeds,Kneeling Digging And Planting Seeds,Motion,download/c9cd9d13-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd4c9d-b96c-11e4-a802-0aaa78deedf9,Backwards Rifle Walk,Walking Backwards With Rifle Down,Motion,download/c9cd4c9d-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd4180-b96c-11e4-a802-0aaa78deedf9,Baseball Hit,Baseball Base Hit - Homerun,Motion,download/c9cd4180-b96c-11e4-a802-0aaa78deedf9.fbx
c9ccc82d-b96c-11e4-a802-0aaa78deedf9,Backward Right Turn,Backward Run Turning Right,Motion,download/c9ccc82d-b96c-11e4-a802-0aaa78deedf9.fbx
c9cca2dc-b96c-11e4-a802-0aaa78deedf9,Draw Sword 1,Transition From Standing To Drawing Sword,Motion,download/c9cca2dc-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc9dae-b96c-11e4-a802-0aaa78deedf9,Soccer Trip,Tripping Over A Soccer Tackle,Motion,download/c9cc9dae-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc1d13-b96c-11e4-a802-0aaa78deedf9,Breakdance Ending 1,Breakdance Finishing Combo Var 1,Motion,download/c9cc1d13-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc38a8-b96c-11e4-a802-0aaa78deedf9,Breakdance Freeze Var 3,Breakdance Arch Freeze Var 3,Motion,download/c9cc38a8-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc3a34-b96c-11e4-a802-0aaa78deedf9,Breakdance 1990,Breakdance Single Handstand Spin End,Motion,download/c9cc3a34-b96c-11e4-a802-0aaa78deedf9.fbx
a1feb8c6-44d3-4510-a8e5-9a9a28960830,Male Dynamic Pose,"Floating, Left Leg Bent, Hands Spread",Motion,download/a1feb8c6-44d3-4510-a8e5-9a9a28960830.fbx
401a9a92-26dc-4b13-962f-d8b509305909,Female Laying Pose,"Back Arched, Arms Supporting",Motion,download/401a9a92-26dc-4b13-962f-d8b509305909.fbx
d7386b89-a82f-4253-853d-4207b969e203,Female Laying Pose,"On Stomach, Elbows Supporting",Motion,download/d7386b89-a82f-4253-853d-4207b969e203.fbx
25c19dfb-999a-44dc-9140-b11a6c646226,Female Sitting Pose,"Arms Holding Left Knee, Reclining",Motion,download/25c19dfb-999a-44dc-9140-b11a6c646226.fbx
fec5edc4-5789-4583-8ae7-605f01ffe227,Male Sitting Pose,Reaching Left Hand Towards Right Toes,Motion,download/fec5edc4-5789-4583-8ae7-605f01ffe227.fbx
0635e50a-9988-4d8e-9d85-1db01c9c342c,Standing Torch Melee Attack 01,Left To Right Attack With Torch,Motion,download/0635e50a-9988-4d8e-9d85-1db01c9c342c.fbx
6fdaf340-4409-42b5-9940-ef3a2995b2c9,Crouch Torch Turn Right 90,Turning 90 Degrees Right,Motion,download/6fdaf340-4409-42b5-9940-ef3a2995b2c9.fbx
123cd592-6ad3-4ecc-9199-d4179124fa01,Standing Aim Idle 01,Aiming Idle With Bow,Motion,download/123cd592-6ad3-4ecc-9199-d4179124fa01.fbx
1bd02904-09ce-44fe-9b6e-6180fa949765,Standing Death Left 01,Death Reaction Falling Left With Bow,Motion,download/1bd02904-09ce-44fe-9b6e-6180fa949765.fbx
c9c8b7de-b96c-11e4-a802-0aaa78deedf9,Sitting Weapon Grab,Grab Melee Weapon While Sitting,Motion,download/c9c8b7de-b96c-11e4-a802-0aaa78deedf9.fbx
c9c89165-b96c-11e4-a802-0aaa78deedf9,Sitting,Little Girl Sitting On A Bench Swinging Her Legs,Motion,download/c9c89165-b96c-11e4-a802-0aaa78deedf9.fbx
c9c8e19e-b96c-11e4-a802-0aaa78deedf9,Stop Walking With Rifle,Walking With A Rifle To A Stop,Motion,download/c9c8e19e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c81bb4-b96c-11e4-a802-0aaa78deedf9,Running Jump,Jumping From A Sprint,Motion,download/c9c81bb4-b96c-11e4-a802-0aaa78deedf9.fbx
c9c80cb1-b96c-11e4-a802-0aaa78deedf9,Strafe,Right Male Strafe,Motion,download/c9c80cb1-b96c-11e4-a802-0aaa78deedf9.fbx
c9c7853c-b96c-11e4-a802-0aaa78deedf9,Cards,Dealing Cards,Motion,download/c9c7853c-b96c-11e4-a802-0aaa78deedf9.fbx
c9c72478-b96c-11e4-a802-0aaa78deedf9,Walking Backwards,One Foot At A Time In Combat Pose,Motion,download/c9c72478-b96c-11e4-a802-0aaa78deedf9.fbx
c9c70e34-b96c-11e4-a802-0aaa78deedf9,Surprised,Finding Something And Wiggling Fingers,Motion,download/c9c70e34-b96c-11e4-a802-0aaa78deedf9.fbx
c9c76d0a-b96c-11e4-a802-0aaa78deedf9,Shooting Gun,Shooting Handgun,Motion,download/c9c76d0a-b96c-11e4-a802-0aaa78deedf9.fbx
c9c77821-b96c-11e4-a802-0aaa78deedf9,Guitar Playing,Playing The Bass Guitar,Motion,download/c9c77821-b96c-11e4-a802-0aaa78deedf9.fbx
c9c72f80-b96c-11e4-a802-0aaa78deedf9,Stable Sword Inward Slash,Inward Slashing With A Sword Standing Stable,Motion,download/c9c72f80-b96c-11e4-a802-0aaa78deedf9.fbx
c9c71b7f-b96c-11e4-a802-0aaa78deedf9,Taunt,Taunting Throwing Arms Back,Motion,download/c9c71b7f-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6f519-b96c-11e4-a802-0aaa78deedf9,Samba Dancing,Afoxe Samba Reggae Dance,Motion,download/c9c6f519-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6f90e-b96c-11e4-a802-0aaa78deedf9,Telling A Secret,Telling A Secret,Motion,download/c9c6f90e-b96c-11e4-a802-0aaa78deedf9.fbx
c9c797ea-b96c-11e4-a802-0aaa78deedf9,Falling,Falling In The Air Idle,Motion,download/c9c797ea-b96c-11e4-a802-0aaa78deedf9.fbx
c9c6aabc-b96c-11e4-a802-0aaa78deedf9,Grab Rifle And Put Back,Grabbing Rifle From Back And Putting Away,Motion,download/c9c6aabc-b96c-11e4-a802-0aaa78deedf9.fbx
c9c686c1-b96c-11e4-a802-0aaa78deedf9,Zombie Transition,Zombie Transition Alert To Ready,Motion,download/c9c686c1-b96c-11e4-a802-0aaa78deedf9.fbx
c9c609a9-b96c-11e4-a802-0aaa78deedf9,Walking,Male Happy Walk,Motion,download/c9c609a9-b96c-11e4-a802-0aaa78deedf9.fbx
f73f73aa-7b67-43ca-ad1b-f58e6f909e95,Crouch Turn Right 90,Turning 90 Degrees Right,Motion,download/f73f73aa-7b67-43ca-ad1b-f58e6f909e95.fbx
0b890d95-c50e-4ece-a663-56f1870cc4f4,Standing React Small From Back,Small Hit Reaction From The Back,Motion,download/0b890d95-c50e-4ece-a663-56f1870cc4f4.fbx
8bb39a74-9e3f-4a54-b9bf-5c9508d080b9,Standing Block End,Transition From Block Idle To Standing Idle,Motion,download/8bb39a74-9e3f-4a54-b9bf-5c9508d080b9.fbx
c9ce6cd3-b96c-11e4-a802-0aaa78deedf9,Laying Breathless,Laying While Breathless Idle,Motion,download/c9ce6cd3-b96c-11e4-a802-0aaa78deedf9.fbx
c9cda90f-b96c-11e4-a802-0aaa78deedf9,Wheelbarrow Walk,Walking With A Full Wheelbarrow,Motion,download/c9cda90f-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd99fc-b96c-11e4-a802-0aaa78deedf9,Waving Gesture,Aj Waving Gesture,Motion,download/c9cd99fc-b96c-11e4-a802-0aaa78deedf9.fbx
c9ce819a-b96c-11e4-a802-0aaa78deedf9,Box Jump,Jump Up On Box,Motion,download/c9ce819a-b96c-11e4-a802-0aaa78deedf9.fbx
c9ce8798-b96c-11e4-a802-0aaa78deedf9,Run Forward,Rifle Run Forward,Motion,download/c9ce8798-b96c-11e4-a802-0aaa78deedf9.fbx
c9ce4bf3-b96c-11e4-a802-0aaa78deedf9,Injured Walk Backwards,Injured Walking Backwards,Motion,download/c9ce4bf3-b96c-11e4-a802-0aaa78deedf9.fbx
c9cdc22d-b96c-11e4-a802-0aaa78deedf9,Pistol Kneeling Idle,Kneeling Idle With Aimed Pistol,Motion,download/c9cdc22d-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd49a6-b96c-11e4-a802-0aaa78deedf9,Shuffling,Doing The Shuffling Dance,Motion,download/c9cd49a6-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd528d-b96c-11e4-a802-0aaa78deedf9,Rifle Run To Stop,Rifle Running To Standing,Motion,download/c9cd528d-b96c-11e4-a802-0aaa78deedf9.fbx
c9cd0c9e-b96c-11e4-a802-0aaa78deedf9,Hostage Situation Idle - Villain,Armed Villain Holding A Hostage From Behind,Motion,download/c9cd0c9e-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc63b7-b96c-11e4-a802-0aaa78deedf9,Sword And Shield Attack,Sword And Shield High Attack,Motion,download/c9cc63b7-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc7e5c-b96c-11e4-a802-0aaa78deedf9,Great Sword Slash,Great Sword Combo Slash,Motion,download/c9cc7e5c-b96c-11e4-a802-0aaa78deedf9.fbx
cf0d35fa-e14c-479d-9e70-422b7db09010,Standing Walk Right,Walking Right,Motion,download/cf0d35fa-e14c-479d-9e70-422b7db09010.fbx
c9ceec50-b96c-11e4-a802-0aaa78deedf9,Unarmed Jump,Jumping And Landing In Place,Motion,download/c9ceec50-b96c-11e4-a802-0aaa78deedf9.fbx
f3dd0bd6-674d-4adc-b3de-3772955f902c,Catwalk Idle To Walk Forward,Male Idle To Walk Forward,Motion,download/f3dd0bd6-674d-4adc-b3de-3772955f902c.fbx
c9cea51f-b96c-11e4-a802-0aaa78deedf9,Jump Up,Rifle Jump Up,Motion,download/c9cea51f-b96c-11e4-a802-0aaa78deedf9.fbx
c9cacd38-b96c-11e4-a802-0aaa78deedf9,Bicycle Crunch,Crunch Position With Cycling Legs,Motion,download/c9cacd38-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc3e41-b96c-11e4-a802-0aaa78deedf9,Breakdance Ready,Ready To Breakdance,Motion,download/c9cc3e41-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc4807-b96c-11e4-a802-0aaa78deedf9,Sword And Shield Jump,Sword And Shield Running Jump,Motion,download/c9cc4807-b96c-11e4-a802-0aaa78deedf9.fbx
c9cc4420-b96c-11e4-a802-0aaa78deedf9,Breakdance Uprock Var 1,Breakdance Uprock Var. 1,Motion,download/c9cc4420-b96c-11e4-a802-0aaa78deedf9.fbx
c9cb83ba-b96c-11e4-a802-0aaa78deedf9,Yelling While Standing,Long Yell While Standing Leaning Back,Motion,download/c9cb83ba-b96c-11e4-a802-0aaa78deedf9.fbx
c9cbe6de-b96c-11e4-a802-0aaa78deedf9,Northern Soul Spin,Northern Soul Dance Spin,Motion,download/c9cbe6de-b96c-11e4-a802-0aaa78deedf9.fbx
c9cbaade-b96c-11e4-a802-0aaa78deedf9,Esquiva 5,Capoeira Escape,Motion,download/c9cbaade-b96c-11e4-a802-0aaa78deedf9.fbx
c9cbb4c3-b96c-11e4-a802-0aaa78deedf9,Ginga Variation 3,Capoeira Step,Motion,download/c9cbb4c3-b96c-11e4-a802-0aaa78deedf9.fbx
c9cbdbba-b96c-11e4-a802-0aaa78deedf9,Zombie Neck Bite,Zombie Repeatedly Biting A Neck,Motion,download/c9cbdbba-b96c-11e4-a802-0aaa78deedf9.fbx
533dc8c1-5910-47e2-913b-d075f756f9f7,Female Laying Pose,"Right Arm Supporting, Left Arm Raised",Motion,download/533dc8c1-5910-47e2-913b-d075f756f9f7.fbx
